id,route_name,sn_id,en_id,ofc_type_id,capacity,ofc_owner_id,current_rkm,transnet_id,transnet_rkm,asset_no,maintenance_terminal_id,commissioned_on,remark,status,created_at,updated_at
b7002f1d-819b-47ef-8ab5-25e6cbe769dc,SANKARPUR I GP - SANKARPUR II GP,88b7e61d-0d1c-4aea-bda0-23164ff9ed2f,e3dd6ef8-fb08-4f16-b5f3-913512dd85a0,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,3.412,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,SANKARPUR I GP(3) - SANKARPUR II GP(3),true,,2025-10-29 00:00:00+00
b82d837f-f858-4e39-9093-3e48523112d7,SITAKUNDU - BEGUMPUR JC,69b3cd60-ce89-43b4-ac1f-4671fc02d081,e4553aea-b23d-4d1b-90a2-bc4b684d0042,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,2.638,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,F1-8,true,,2025-10-29 00:00:00+00
b8f79a14-e28d-4601-bf1c-68ff0f3c9bad,BJC LASKARPUR – KAMALGAZI PEYARABAGAN BTS-01,f486f6eb-68ce-462c-a90a-871251d77a07,92ca1720-9481-4411-a6ce-e9b0859985ac,aea6a03e-cf73-45a4-99e1-317f8f4cfc84,4,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.500,246339,0.500,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
b9f77dd7-1eea-4d57-9d82-1e1997e30cf1,HNV PCM 1ST FLOOR-SBI RAJPUR-01,45f1a024-b36f-465a-8896-125399380cb6,2509ca5a-bb63-42ab-a9e6-10b21cdbf344,2ecb77f4-d9ff-4300-ab99-6118ad220ce1,48,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.260,244529,1.260,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
bc844e19-b271-4b92-9623-6ced7a5c195c,BORAL – NEPALGANJ-01,4655a834-c64f-48c8-90a0-6e4f9654acf1,243ad33f-1f9a-4c44-9efc-71af85e25c37,2ecb77f4-d9ff-4300-ab99-6118ad220ce1,48,ad3477d5-de78-4b9f-9302-a4b5db326e9f,8.060,223146,8.060,,4bc2a086-b131-47e1-9c20-f10650c0196d,2011-10-05,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
bce3fc83-a3d5-41f5-be3b-ebb00ef0ed9e,SONARPUR - SONARPUR BHQ,4dd05c04-dddb-44df-ab90-0b95b3ee5f11,b2dba624-533d-48c2-ac79-6df541ab8054,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,2.080,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
c024d3b4-a2e3-4684-bd27-045ffd09f7e0,RAJPUR SARKAR PARA BTS⇔BJC RAJPUR_1,b4237dad-b581-4bf2-ac29-ae502a2bf43d,7b91f627-deee-4e32-82ca-5b336c1be18f,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,2.100,170701,1.230,,4bc2a086-b131-47e1-9c20-f10650c0196d,2007-08-23,,true,2026-01-01 08:13:30.708076+00,2026-01-01 08:13:58.178464+00
c02808e4-ebe3-4632-9123-9e6682760661,GOBINDAPUR BYPASS J/C - LANGALBERIA GP,5a344f14-e7b2-47a4-ad26-13219049f000,c0273662-3ba4-4967-b4b9-7dcb0b1dc2e4,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,0.280,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
c079ac65-089e-43be-8c91-05f1f00bb187,GOBINDAPUR⇔SBI Khasmallik O/H Joint_1,badf80cb-ccc2-47f9-8dc4-82e32733b251,de3ef82d-567d-4268-80bb-97190b174b52,488275fc-fe52-45bd-95df-3fbed2125c33,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,2.520,,2.520,990500924978,4bc2a086-b131-47e1-9c20-f10650c0196d,,DPR,true,2025-12-29 09:56:08.095416+00,2025-12-29 09:56:08.095416+00
c49384aa-729c-4f8e-92df-a509b9245ebd,JC NEAR AP NAGAR - JC NEAR KHEYADAH 1,425e962e-64c6-45a5-9a6c-be52361519e3,96a3c282-7caa-452f-b11f-6df458ee0a15,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,6.476,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
c6e1d863-4be8-4b3f-858d-64e8e07b8a35,BJC DHOPAGACHI-JULPIA,7a24fbd1-90e4-42c7-a6d5-557256417192,f9ff6e66-4926-4fda-a275-9671f294e925,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,4.560,230815,4.560,,4bc2a086-b131-47e1-9c20-f10650c0196d,2016-03-12,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
c7758398-258d-4742-8a6f-297f103aa2c9,KHURIGACHI BTS – BJC OPP SRIHARI BUILDERS,60cfbcc5-26b9-4d7c-a8e9-02cc56010f19,359f0a34-9944-4590-ae86-97b0e6041111,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.700,234737,0.700,,4bc2a086-b131-47e1-9c20-f10650c0196d,2023-03-13,,true,2025-08-19 00:00:00+00,2025-12-17 00:00:00+00
c82157dc-ba99-4939-8817-5aeeb4631a6e,KMG SBI RACPC-KAMALGAZI BTS-01,35498659-15e9-4ba9-9d36-351ba67661bf,abfa36d3-d0ed-486e-8f97-62651f7a9b9e,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.530,244504,0.530,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
ca85c7cd-b5b4-41a5-8319-6545ac9c7206,KRISHNA APARTMENT BTS-BJC KRISHNA APARTMENT-01,41e45185-102e-408f-86b0-285c8b2a411f,d7eaa4cd-c7fd-4e64-ad84-6e5df4732326,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.100,223151,0.100,,4bc2a086-b131-47e1-9c20-f10650c0196d,2006-01-01,,true,2025-08-19 00:00:00+00,2025-12-17 00:00:00+00
cab88fc2-efee-4243-a1b7-1bc46a366f2c,JC NEAR KALIKAPUR 1 - PRATAPNAGAR GP TAPPING JC (TEEMATHA MORE),0453d83b-1c16-42b3-b487-f23ca1294795,6029436f-818b-4102-8382-a341ce2e6139,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,0.942,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
cc095342-eadc-4d17-8bfe-fb4b345227f7,BRAHMAPUR – RANIKUTI-01,6c3d8bf8-006a-4230-8efe-c5343b7ac9c1,ee2ea175-88c4-4021-bca9-f7814388d574,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,4.140,173353,4.300,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
cd17337a-74a0-4e32-bfd0-6d7ceec942f7,FUTURE INSTITUTE OF ENGG AND MANAGEMENT – BJC FIEM-01,8ad723eb-6da3-4475-8ffb-3afde808fe07,985d6abe-3cba-4ad9-a4a3-d99ddd600fad,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.430,174071,0.430,,4bc2a086-b131-47e1-9c20-f10650c0196d,2003-06-23,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
cdee6020-8423-47a7-959c-419794c7844e,GOBINDAPUR – HARIHARPUR GP,badf80cb-ccc2-47f9-8dc4-82e32733b251,6d2a25b4-5429-4a9a-8884-6087ad83c2c1,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,1.622,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
cf66f513-8fe5-482c-b206-953ebbd183c1,SITAKUNDU – MADARHAT,69b3cd60-ce89-43b4-ac1f-4671fc02d081,10bf798c-c44f-43ed-8513-41c633434f90,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,2.480,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,F4 SITAKUNDU - MADARHAT,true,,2025-10-29 00:00:00+00
d1f5eadc-01b9-4ad7-9f4c-118e46a458b6,GARIA - KAMALGAZI BTS-01,09fa1396-5351-4c2b-a049-61e771f054c1,abfa36d3-d0ed-486e-8f97-62651f7a9b9e,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,3.190,156011,3.010,,4bc2a086-b131-47e1-9c20-f10650c0196d,2003-06-23,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
d24345e7-57a0-48a7-9cf2-7390406e6cc5,SONARPUR BAZAR BTS⇔BJC SNP BBNL JC_1,4b2f4eb6-a531-4e55-ba6d-fffb7cc1257b,f64ea1f3-ef98-447b-beda-57d97c4b3806,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.150,254343,0.150,990500919551,4bc2a086-b131-47e1-9c20-f10650c0196d,,"1. DPR Cable
2. Route created on Transnet.
3. Photo/Video Upload Done on Transnet",true,2025-12-29 11:08:59.604054+00,2026-01-01 08:19:53.351247+00
d281b675-5a26-47fd-9171-ec2a70dfa534,JC at Natunpally Rail Crossing⇔JC Subhasgram Hospital Road_1,e44f1f78-c202-4c3b-813e-d39a68291b87,59053996-d3d2-4486-adde-ff8d5d40595e,488275fc-fe52-45bd-95df-3fbed2125c33,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.950,258046,1.950,990500924975,4bc2a086-b131-47e1-9c20-f10650c0196d,,"1. DPR Cable
2. Route created on Transnet.
3. Photo/Video Upload Done on Transnet",true,2025-12-29 10:39:50.202213+00,2026-01-01 08:24:26.24886+00
d632f487-6455-46ec-9fb4-a15718067d22,JC 2 NEAR AP NAGAR - SONARPUR 2,dd13e53c-713a-4219-9ff1-463bd616523f,6929c2a2-fe0f-4b6a-be28-3b2aa80bcc4a,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,2.800,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
d6ff2697-3840-49ca-bff6-22fd23c8047d,OPP. WELKIN SCHOOL JC - FULTALA MORE JC,86fcde3c-2f67-481d-af32-11d7833f4114,4a7811fb-7b7b-4b46-8d8b-38205c6fe58f,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,1.346,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,"BARUIPUR-HARINAVI VIA SBGM 24F(F-3,4)+ OPP. WELKIN SCHOOL JC(F-3,4) - FULTALA MORE JC(3,4)",true,,2025-10-29 00:00:00+00
dd76a966-59b4-4e9b-a32d-fdf89ebd6f7e,FARTABAD BTS⇔JC towards Fartabad Road_1,a591e8fb-a657-4146-866e-5553edf6681a,3a96f0cf-ab21-43ca-9e23-1d026a8965ca,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.200,257510,1.200,990500919559,4bc2a086-b131-47e1-9c20-f10650c0196d,,"1. DPR Cable
2. Route created on Transnet.
3. Photo/Video Upload Done on Transnet",true,2025-12-29 11:22:52.43568+00,2026-01-01 08:22:51.687073+00
defa7971-0a42-4d14-843d-3b220c2db01c,BJC DAS HONDA - BANDHAN SCHOOL,7c4afc1c-7c86-41ac-a829-73accff18181,3084be01-b393-4c73-845d-586f18c4729f,aea6a03e-cf73-45a4-99e1-317f8f4cfc84,4,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.660,235481,0.660,990500621132,4bc2a086-b131-47e1-9c20-f10650c0196d,2018-02-04,,false,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
e104e342-b214-4f32-8be4-07ca1a39e3a5,BARUIPUR – PADMAPUKUR-01,b5bfbef5-356c-499b-ad2b-351b7ed6a845,b23799ac-04a7-4a2c-a6ce-2676971cbc2f,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,2.010,170305,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
e167e2b2-4376-4450-830a-44a2846a337c,KUMARHAT EXCHANGE - SURJAPUR HAT JC,3c920b3f-4394-4641-9a07-f2e5f5518526,431843f3-5af8-4169-a66a-0591a430bc46,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,2.650,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,F1-4 FOR DHAPDHAPI II GP & 5-24 FOR NABAGRAM GP,true,,2025-10-29 00:00:00+00
e3ab6df7-f832-4976-b86e-f112b18eb5e7,AP NAGAR - SNP GHASIARA BTS-01,54bc2231-880b-4ba6-ba6e-4d3cb594052b,f7a8effa-cc27-4cc9-9afd-d587f225f8e2,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.750,154986,1.740,,4bc2a086-b131-47e1-9c20-f10650c0196d,2010-12-29,,true,2025-08-19 00:00:00+00,2025-12-17 00:00:00+00
e64abda7-e144-4b69-b3b0-a7ebde7666d0,SBI BARUIPUR BAZAR – BJC BARUIPUR BAZAR OH JC-01,15db953c-c9fa-4044-b1bc-1c0a0d59645b,2df1be06-ecd8-4045-9779-23bd070ec546,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.250,244605,0.250,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
e6529f4f-d573-4d39-87d6-2b1f09b2e269,BARUIPUR - SUBHASGRAM,b5bfbef5-356c-499b-ad2b-351b7ed6a845,bc11bc30-dc0e-4dd6-86bc-d8f4ea149d1b,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
e90acc65-9969-4715-b35c-d105727da263,BARUIPUR – SITAKUNDU-01,b5bfbef5-356c-499b-ad2b-351b7ed6a845,69b3cd60-ce89-43b4-ac1f-4671fc02d081,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,6.070,154980,5.730,,4bc2a086-b131-47e1-9c20-f10650c0196d,2003-06-23,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
ec072930-8ddd-4031-9873-9844fc3f52bb,HNV PCM 1ST FLOOR - BONHOOGLY 1,45f1a024-b36f-465a-8896-125399380cb6,675d06b6-0db1-40de-bf89-6d008a05d88f,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,e40c2549-11ec-485d-a67a-8261fcaec68a,6.774,,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,,2025-10-29 00:00:00+00
ec2232bb-8234-42e9-809e-9c0b9cb83aa5,KHURIGACHI BTS – BJC NOFN NEAR GANGAJOARA BTS-01,60cfbcc5-26b9-4d7c-a8e9-02cc56010f19,e95dbdd9-6a44-496d-85ff-6535f8a25e0c,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.200,242068,1.200,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-12-17 00:00:00+00
ecb1dbdd-592e-4b7e-8be2-cdaf19bc806f,ONGC SONARPUR – BJC JC INFRONT OF ONGC-01,54bc2231-880b-4ba6-ba6e-4d3cb594052b,8c4e7a4f-4a6b-4454-94ea-1b99a78f51fe,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.180,244592,0.180,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-12-18 00:00:00+00
ed6cc5e3-2d71-4619-b6a9-64aeffefc669,KAMALGAZI BTS - MAHAMAYATALA II BTS-01,abfa36d3-d0ed-486e-8f97-62651f7a9b9e,6cb1a150-a017-4e2f-9018-f0482be79bdb,aea6a03e-cf73-45a4-99e1-317f8f4cfc84,4,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.690,198630,0.690,990500621122,4bc2a086-b131-47e1-9c20-f10650c0196d,2018-02-04,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
ef00a82a-ad47-49df-b4c0-1cd58ef9a479,BRP RLY XING BTS-BARUIPUR-01,bcf6e48f-7152-4df4-b8e6-8501ed526101,b5bfbef5-356c-499b-ad2b-351b7ed6a845,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.900,172698,1.310,,4bc2a086-b131-47e1-9c20-f10650c0196d,2007-08-23,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
f1e02821-b55e-49bc-91ec-9a3d07d8ba3b,SUGAM PARK - KAMALGAZI BTS,e1cf5cd0-7692-45ee-83d2-cfdc6d8843ef,abfa36d3-d0ed-486e-8f97-62651f7a9b9e,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,2.090,157048,2.010,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
f5a3f77a-5e9b-415b-aef3-888689f978e8,DAKSHIN BONHOOGLY BTS⇔PRANA BORAL BTS_1,0237bbb2-4f2f-409d-b7d6-1fda8fdc8578,9316bc95-e5b0-4e58-b16f-424662b14ac8,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.650,,0.650,990500919560,4bc2a086-b131-47e1-9c20-f10650c0196d,,DPR,true,2025-12-29 11:39:32.382316+00,2025-12-29 11:39:32.382316+00
f8768d18-be07-479f-9793-9be3f4c0771b,RAJPUR SARKAR PARA BTS - BJC JC NEAR SARKARPARA BTS,b4237dad-b581-4bf2-ac29-ae502a2bf43d,8a30a636-b3d8-42ef-a0f5-0a005a0d7891,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.208,254326,0.208,990500919548,4bc2a086-b131-47e1-9c20-f10650c0196d,,"1. DPR Cable
2. Route created on Transnet.
3. Photo/Video Upload Done on Transnet",true,2025-08-19 00:00:00+00,2026-01-01 08:15:56.72474+00
f877b31a-4e55-4d42-a5a1-d673af9f9fd3,BARUIPUR III BTS – BJC PURATAN BAZAR-01,876847d1-9e49-4c81-9716-c3b188826ce1,6ef43b78-0e7b-41c0-90d8-b26b4823b2ec,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.500,233297,0.500,,4bc2a086-b131-47e1-9c20-f10650c0196d,2022-09-28,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
f9d69d96-c359-4120-9e82-edad901da970,BONHOOGLY BTS – BJC NATUNHAT BORAL-01,7ba58860-566a-41cc-8493-dc37bbc303a5,6e380b52-dadd-4911-8462-d9bc4ca17cf9,e137552b-9ae2-442b-bcc2-c435d7d64ba1,12,ad3477d5-de78-4b9f-9302-a4b5db326e9f,2.130,180561,,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
fa4630a5-8f15-4f3e-b11b-0207e3928dda,KALYANPUR – BJC DOPAGACHI-01,aafe2bfb-6e18-4053-97b5-bf7fb9992fcb,7a24fbd1-90e4-42c7-a6d5-557256417192,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,5.220,170685,5.220,,4bc2a086-b131-47e1-9c20-f10650c0196d,2003-07-18,,true,2025-08-19 00:00:00+00,2025-11-01 00:00:00+00
fcc04399-ba3c-4b94-85fe-4c181f867b88,BJC BLUESKY PARTY OFFICE JC⇔BJC BIDYANIDHI SCHOOL AERIAL_1,f11f5a30-c42c-43d6-90c3-44eb67b5296f,67f31c57-1346-42a5-99ef-735369be2f87,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.234,254342,0.234,990500919562,4bc2a086-b131-47e1-9c20-f10650c0196d,,"1. DPR Cable
2. Route created on Transnet.
3. Photo/Video Upload Done on Transnet",true,2025-12-29 11:35:26.854953+00,2026-01-01 08:19:18.200506+00
fea292b0-232a-450c-8fe7-9ed88c3ae662,DAKSHIN KALYANPUR BTS – BJC KALYANPUR BBNL JC IF CYCLE STAND-01,45b41c2d-54cf-42a9-b134-239d96bb7c5a,edf68477-f312-4431-a27f-1defd6cf3097,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.900,236848,0.900,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
feb1b4a5-1ce2-4c8e-a34c-76c6164288be,ADSR BARUIPUR - AERIAL JC NEAR BARUIPUR TRAFFIC CONTROL OFF-01,9fa7e823-3c49-4cb5-8519-f80ce7f416e4,fd990552-d8ae-4283-a06d-f713bab3854a,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.370,244443,0.370,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
ff4c1e69-b17c-479f-b71a-3e00b4bcd284,FARTABAD – HHC-01,10b4b8cd-7f82-4162-a0d5-a37bff9d9049,781a30c9-f5db-4af4-ac1d-f279ad2eff80,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,1.500,170322,1.240,,4bc2a086-b131-47e1-9c20-f10650c0196d,2003-06-23,,true,2025-08-19 00:00:00+00,2025-10-29 00:00:00+00
fffee320-2c8c-4ca4-b6bc-8b0176caf847,BJC JC INFRONT OF RAJPUR VIDYANIDHI – NANDANAGAR BTS-01,52d5ebd1-662d-49d3-80af-a6e6bc37083e,f35ad33a-eff2-466d-b759-62c1d36d4905,84e8ba18-eedc-4eae-aaa4-e6a82400849d,24,ad3477d5-de78-4b9f-9302-a4b5db326e9f,0.700,246254,0.700,,4bc2a086-b131-47e1-9c20-f10650c0196d,,,true,2025-08-19 00:00:00+00,2025-12-17 00:00:00+00