system_connection_id,stm_no,carrier,a_slot,a_customer,b_slot,b_customer
0ca3fd04-bad9-4919-ae5a-cfab376dee90,,,,,,
3d773fa1-1f9b-4874-b041-b752e86ea016,,,,,,
3f7f589b-c14e-49e7-be39-13e9e19970e6,,,,,,
4b0e69de-8075-42e2-b0c4-b7dd931d6339,,,,,,
5715bbcd-ff45-48fe-9998-34312a94323e,,,,,,
5cda1ca7-678c-40fb-9fae-56e6c04087da,,,,,,
61e23ac6-8b36-458d-a8e4-03e7dae8ad98,,,,,,
67c0f9ac-9277-4a82-87f7-6445e9c2015d,,,,,,
7b8bbbc6-811c-4bf8-872e-e23b2fe7e8c1,,,,,,
7fedfae8-92f5-4dd4-b72c-bcee008ea715,,,,,,
83074213-5903-42eb-a72d-bc392a684fed,,,,,,
851d993e-5ab0-4cfa-8624-ad31508901f7,,,,,,
a656120b-b997-432f-8404-5662fc1e9a28,,,,,,
a6c1a86c-3a15-4ac3-98f5-b9f871a08ca3,,,,,,
a6e1c261-8625-478c-9bca-6d2241a5632a,,,,,,
a90dd201-8d37-40fb-a89f-ce8439c437e3,,,,,,
b559b78c-2d20-4525-8867-25739626c433,,,,,,
d32336db-f8c2-49f5-a62a-d2804b885c53,,,,,,
d34a719c-f8dd-49e8-a439-59b11b823d94,,,,,,
e5c4c9b3-91ce-4878-b1c1-8943d67bb8bb,,,,,,
e63ebb1c-732d-4856-8490-a0e73623a041,,,,,,
f5944994-72bc-43ab-99f0-3bfdce25c959,,,,,,
f6a6b9fa-681f-4a62-ac8a-6d853a0ea962,,,,,,
fd2ab647-69d5-4f5a-afe7-780d3273b787,,,,,,